Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Green Pastures (Gottlieb 1954),Gottlieb,1954,"Sports, Croquet",1,1085,-,EM,FP,"Okobojimusky, Francisco Pozo",1.2,2023-09-09,Green Pastures
Gridiron (Gottlieb 1977),Gottlieb,1977,"Sports, American Football",2,1089,-,EM,VPX,"Endeemillr, Loserman76, Wildman",1.0,2023-09-27,Gridiron
Gulfstream (Williams 1973),Williams,1973,"Sports, Aquatic",1,1094,-,EM,VPX,"Scottacus, Kds70, Onevox, Whirlwind, Bord",2.06,2022-08-10,Gulfstream
Hang Glider (Bally 1976),Bally,1976,"Sports, Hang Gliding",4,1112,-,EM,VPX,"Mustang1961, Loserman76",1.0e,2022-12-14,Hang Glider
Harlem Globetrotters On Tour (Bally 1979),Bally,1979,"Sports, Basketball, Licensed Theme",4,1125,-,SS,VPX,"Larouillas, JPSalas",1.0.0,2023-12-09,Harlem Globetrotters On Tour
Hayburners (Williams 1951),Williams,1951,"Sports, Horse Racing",1,1142,-,EM,VPX,"Ukexpat71, Loserman76",1.0.0,2021-10-15,Hayburners
Hi-Score (Gottlieb 1967),Gottlieb,1967,"Sports, Pinball",-,1160,-,EM,VPX,"JPSalas, Halen",1.0.0,2023-09-21,Hi-Score
Holiday (Chicago Coin 1948),Chicago Coin,1948,"Sports , Snow Skiing, Vacationing",1,1211,-,EM,FP,Francisco Pozo,1.0,2023-08-26,Holiday
Home Run (Gottlieb 1971),Gottlieb,1971,"Sports, Baseball",1,1224,-,EM,VPX,Loserman76,1.0.0f,2021-12-20,Home Run
Hoops (Gottlieb 1991),Gottlieb,1991,"Sports, Basketball",4,1235,-,SS,VPX,"Wylte, Kalavera",0.0.6b,2023-08-15,Hoops
Hot Ball (Taito do Brasil 1979),Taito do Brasil,1979,"Sports, Billiards",4,4665,-,SS,VPX,"JPSalas, Editoy, Popotte, Rothbauerw",4.0.0,2022-08-29,Hot Ball
Hot Doggin' (Bally 1980),Bally,1980,"Sports, Skiing",4,1243,-,SS,VPX,"Bigus1, 32assassin, Bodydump",2.0,2023-06-04,Hot Doggin'
Hot Line (Williams 1966),Williams,1966,"Sports, Fishing",1,1245,-,EM,VPX,"Loserman76, -=Kees=-, Leon Spalding",1.1,2019-06-30,Hot Line
Hot Tip (Williams 1977),Williams,1977,"Sports, Horse Racing",4,3163,-,SS,VPX,"Schlabber34, 32assassin, GTXJoe",1.0-lr,2023-06-25,Hot Tip
Hunter (Jennings 1935),Jennings,1935,"Sports, Hunting, Flipperless",1,1255,-,PM,VPX,"CactusDude (Warbler33), Mfuegemann, Stefanaustria (STAT)",1.07,2021-12-04,Hunter
Hustler (LTD do Brasil 1980),LTD do Brasil,1980,"Sports, Billiards",-,6706,-,EM,VPX,"JPSalas, Stefanaustria (STAT), Joey2001, Carlos Guizzo, Leeoneil",4.1.0,2023-06-04,Hustler
Ice Fever (Gottlieb 1985),Gottlieb,1985,"Sports, Hockey",4,1260,-,SS,VPX,"Endeemillr, Tom, Thalamus, Wildman, BorgDog, Armyaviation, Arngrim, Bord",2.2.0,2022-10-31,Ice Fever
Indianapolis 500 (Bally 1995),Bally,1995,"Sports, Auto Racing",4,2853,-,SS,VPX,"TastyWasps, Sheltemke, Dozer, JPSalas",1.36,2023-06-20,Indianapolis 500
JP's Dale Jr. NASCAR (Original 2020),Original,2020,"Sports, Auto Racing",4,-,-,SS,VPX,JPSalas,4.3.0,2023-11-02,JP's Dale Jr. NASCAR
JP's Grand Prix (Stern 2005),Stern,2005,"Sports, Auto Racing",4,5120,-,SS,VPX,"Bigus1, JPSalas",2.0,2023-07-21,JP's Grand Prix
Jalopy (Williams 1951),Williams,1951,"Sports, Auto Racing",1,1284,-,EM,VPX,"Ukexpat71, Loserman76",1.1,2021-10-21,Jalopy
Jets (Original 2023),Original,2023,"Sports, American Football",-,-,-,SS,VPX,"Spisi69, Bossman72, JPSalas",1.0,2023-10-18,Jets
Kick Off (Bally 1977),Bally,1977,"Sports, Soccer",-,1365,-,EM,VPX,7he S4ge,1.1,2023-06-18,Kick Off
Kickoff (Williams 1967),Williams,1967,"Sports, American Football",1,1362,-,EM,VPX,"Loserman76, GNance, Jon Osborne",1.0.0f,2021-12-20,Kickoff
King Pin (Williams 1962),Williams,1962,"Sports, Bowling",1,1375,-,EM,VPX,"Loserman76, Pbecker, Itchigo",1.0.0f,2021-12-20,King Pin
Knockout (Gottlieb 1950),Gottlieb,1950,"Sports, Boxing",1,1391,-,EM,VPX,"Shannon, Loserman76, Bord",1.0.2,2021-09-14,Knockout
Lap By Lap (Inder 1986),Inder,1986,"Sports, Auto Racing",-,4098,-,SS,VPX,"Ext2k, JPSalas, TastyWasps",1.0.0,2023-11-29,Lap By Lap
Last Lap (Playmatic 1978),Playmatic,1978,"Sports, Auto Racing",4,3207,-,SS,VPX,"Mfuegemann, Akiles50000",1.0,2019-10-24,Last Lap
Line Drive (Williams 1972),Williams,1972,"Sports, Baseball",2,1447,-,EM,VPX,"Tgx, Pinuck",1.0.0,2021-02-18,Line Drive
Lucky Strike (Taito do Brasil 1978),Taito do Brasil,1978,"Sports, Bowling",4,5492,-,EM,VPX,"JPSalas, Editoy, Carlos Guizzo, Tio Italo, JLouLoulou",4.3.0,2023-06-28,Lucky Strike
Major League (Pamco 1934),Pamco,1934,"Sports, Baseball, Flipperless",-,5497,-,EM,VPX,"CactusDude (Warbler33), Outhere",0.40,2022-10-03,Major League
Mariner (Bally 1971),Bally,1971,"Sports, Aquatic, Fishing, Scuba Diving",4,1546,-,EM,VPX,"Scottacus, Kds70, Onevox, Whirlwind, Bord",2.06,2022-08-10,Mariner
Mario Andretti (Gottlieb 1995),Gottlieb,1995,"Sports, Auto Racing",4,3794,-,SS,VPX,"Rascal, Ryguy417, Ahr1man, Rawd, Steely, Destruk, VPW Crew",2.0.1,2022-12-27,Mario Andretti
Memory Lane (Stern 1978),Stern,1978,"Sports, Bowling",4,-,-,SS,VPX,"Scotty VH, Randr, Thalamus, Armyaviation, 32assassin",1.0.0,2021-12-13,Memory Lane
Michael Jordan (Data East 1992),Data East,1992,"Sports, Basketball",4,3425,-,SS,VPX,"Rascal, Rawd, Ahr1man, VPW Crew, Javier1515, Francisco666, Pinballfan6500, Toxie, Thalamus, HiRez00, Bigus1, 32assassin, oooPlayer1ooo",2.0.3,2023-01-05,Michael Jordan
Mini Golf (Williams 1964),Williams,1964,"Sports, Golf",-,3434,-,EM,VPX,"CactusDude (Warbler33), JPO, Thalamus",1.2,2023-06-07,Mini Golf
Mini-Baseball (Chicago Coin 1972),Chicago Coin,1972,"Sports, Baseball, Flipperless",1,5985,-,EM,VPX,Tgx,1.7,2023-08-27,Mini-Baseball
Monaco (Segasa 1977),Segasa,1977,"World Places, Sports, Happiness, Recreation, Water Skiing, Swimming, Aquatic",-,1614,-,EM,VPX,Klodo81,1.3,2023-07-06,Monaco
Monday Night Football (Data East 1989),Data East,1989,"Sports, American Football",4,1616,-,SS,VPX,"Bigus1, Goldchicco, AgentEighty6, Allknowing2012",1.0,2022-09-26,Monday Night Football
Motordome (Bally 1986),Bally,1986,"Sports, Motorcycles, Motocross",-,1633,-,SS,VPX,"JPSalas, Halen, Wildman",1.0.0,2022-12-21,Motordome
Mundial 90 (Inder 1990),Inder,1990,"Sports, Soccer",4,4094,-,SS,VPX,"Ext2k, Pachecas, Goldchicco, 32assassin",1.0,2023-11-29,Mundial 90
NBA (Stern 2009),Stern,2009,"Sports, Basketball, Licensed",4,5442,-,SS,VPX,"Bigus1, oooPlayer1ooo, Krusso222",1.4,2022-08-23,NBA
NBA Chicago Bulls (Original 2022),Original,2022,"Sports, Basketball",-,-,-,SS,VPX,"Cez60, Lizard, Xenonph, JPSalas",1.0.0,2022-03-07,NBA Chicago Bulls
NBA Fastbreak (Bally 1997),Bally,1997,"Sports, Basketball, Licensed",4,4023,-,SS,VPX,"HauntFreaks, VPin Workshop (VPW)",1.0.0,2023-01-15,NBA Fastbreak
NBA Mac (MAC S.A. 1986),MAC S.A.,1986,"Sports, Basketball",4,4606,-,SS,VPX,"Goldchicco, 32assassin, Mfuegemann, Movieguru, Arngrim, Batch",1.2,2021-01-26,NBA Mac
NFL (Stern 2001),Stern,2001,"Sports, American Football",4,4540,-,SS,VPX,"Rascal, Xenonph, Rawd",1.1.0,2023-05-09,NFL
Nip-It (Bally 1973),Bally,1973,"Sports, Fishing, Aquatic",4,1680,-,EM,VPX,"Mustang1961, Loserman76, HauntFreaks",1.0c,2023-01-26,Nip-It
Nitro Ground Shaker (Bally 1980),Bally,1980,"Sports, Auto Racing",4,1682,-,SS,VPX,"JPSalas, Carlos Guizzo",4.0.0,2022-10-23,Nitro Ground Shaker
No Fear Dangerous Sports (Williams 1995),Williams,1995,"Sports, Licensed Theme, Motorcycles, Cars",4,2852,-,SS,VPX,"VPin Workshop (VPW), Kevv, Ninuzzu, Smaug, PaladinArcade",1.0,2023-10-13,No Fear Dangerous Sports
