Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Theatre of Magic (Bally 1995),Bally,1995,"Show Business, Magic",4,2845,-,SS,VPX,"Bigus1, Tom Tower, Ninuzzu",2.0,2023-01-31,Theatre of Magic
Time Tunnel (Bally 1971),Bally,1971,"TV Show, Fantasy, Time Travel",4,2566,-,EM,VPX,"Bord, Rothbauerw",2.0.0,2022-03-31,Time Tunnel
Transporter the Rescue (Bally 1989),Bally,1989,Outer Space,4,2630,-,SS,VPX,VPin Workshop (VPW),1.05,2021-11-23,Transporter the Rescue
Truck Stop (Bally 1988),Bally,1988,"American Places, Travel, Transportation, Truck Driving",4,2667,-,SS,VPX,"Darth Vito, DaRdog81, AgentEighty6, Sindbad, BrandonLaw, Flupper1, nFozzy, Bigus1, JPSalas, Bord",3.0,2023-12-10,Truck Stop
Twilight Zone (Bally 1993),Bally,1993,"Adventure, Supernatural, Licensed Theme, TV Show",4,2684,-,SS,VPX,"DaRdog81, SG1bsoN, Skitso, Coindropper, nFozzy, Tom Tower, Flupper, Zany, Ninuzzu, HauntFreaks, JPSalas",1.0.0,2023-02-27,Twilight Zone
Vector (Bally 1982),Bally,1982,"Fantasy, Sports",4,2723,-,SS,VPX,"Mustang1961, Schreibi34, Sindbad",1.0,2022-03-22,Vector
Viking (Bally 1980),Bally,1980,"Norse Mythology, Historical",4,2737,-,SS,VPX,"10mmSocket, Bord",1.0.0,2023-08-15,Viking
Voltan Escapes Cosmic Doom (Bally 1979),Bally,1979,Fantasy,4,2744,-,SS,VPX,"Scotty VH, Arconovum, Bord",2.0-2.5,2023-06-25,Voltan Escapes Cosmic Doom
WHO dunnit (Bally 1995),Bally,1995,"Detective, Crime",4,3685,-,SS,VPX,"Gwyllion, Versins77, Ninuzzu, DJRobX",1.0,2023-06-23,WHO dunnit
Wizard! (Bally 1975),Bally,1975,Licensed Theme,4,2803,-,EM,FP,Popotte,1.21,2023-11-23,Wizard!
World Cup Soccer (Bally 1994),Bally,1994,"Sports, Soccer",4,2811,-,SS,VPX,"Bigus1, Knorr, ClarkKent",1.0,2023-01-31,World Cup Soccer
X's & O's (Bally 1984),Bally,1984,"Board Games, Tic-Tac-Toe",4,2822,-,SS,VPX,"Michel757, Goldchicco, 32assassin, Vincent Bousquet",1.2,2023-12-11,X's & O's
Xenon (Bally 1980),Bally,1980,Fantasy,4,2821,-,SS,VPX,"HauntFreaks, Bord, BorgDog, JPSalas, TastyWasps, Schlabber34, Apophis, Wrd1972",2.5.2,2024-01-04,Xenon
Zip-A-Doo (Bally 1970),Bally,1970,"Happiness, Flower Power",2,2840,-,EM,VPX,"Teisen, Loserman76, GNance, HauntFreaks, JPSalas, Punuck, Arngrim, BorgDog",1.0,2023-07-21,Zip-A-Doo
