Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
Positronic (Original 2016),Original,2016,-,-,-,-,SS,VPX,TheGhost787,1.0,2016-01-03,Positronic
Predator (Original 2019),Original,2019,"Movie, Science Fiction",-,-,-,SS,VPX,"Gman77, TheBackglassGuy",1.0.0,2023-05-27,Predator
Predator 2 (Original 2019),Original,2019,"Movie, Science Fiction",-,-,-,SS,VPX,Ivantba,1.0,2021-12-13,Predator 2
Princess Bride (Original 2023),Original,2023,"Movie, Adventure",-,-,-,SS,VPX,RabidTribble,1.0.0,2023-10-08,Princess Bride
Prison Break (Original 2018),Original,2018,"TV Show, Crime",-,-,-,SS,VPX,"Ivantba, Wizball",2.0,2020-02-10,Prison Break
Pulp Fiction (Original 2020),Original,2020,"Movie, Crime",4,-,-,SS,VPX,John22,1.1,2020-12-04,Pulp Fiction
Puscifer Pinball (Original 2022),Original,2022,Music,-,-,-,SS,VPX,"Rrreed, JPSalas",1.0.0,2022-08-03,Puscifer Pinball
Putin Vodka Mania (Original 2022),Original,2022,"Historical, Drinking, Parody",-,-,-,EM,VPX,"Remdwaas1986, DonkeyKlonk, Tomato, Oqqsan, Apophis, Joe Picasso, RetroG33k, Smaug, cHuGaLaeFoo, Bennaboo, Wylte, PinstratsDan, Outhere, GauGau",1.2,2023-12-17,Putin Vodka Mania
Queen - Limited Edition (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Marty02, Ivantba, JPSalas",2.0,2022-01-09,Queen - Limited Edition
Queen - Show Must Go On (Original 2022),Original,2022,Music,-,-,-,SS,VPX,"Marty02, Allknowing2012",3.5,2022-10-31,Queen - Show Must Go On
Queen The Game - Hits (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Wizball, Mark Paulik (WPilot), Lumigado",1.4.1,2022-09-19,Queen The Game - Hits
Queens of the Stone Age (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"MellerMeller, Goldchicco, Destruk",1.5,2024-01-09,Queens of the Stone Age
Rain (Original 2019),Original,2019,Weather,-,-,-,-,FP,Mark1,2.0.0,2023-08-17,Rain
Raiponce (Original 2021),Original,2021,"Animation, Movie",4,-,-,SS,VPX,"Crutch, Hardkoralex, JPSalas",1.0,2021-03-09,Raiponce
Rambo (Original 2019),Original,2019,Movie,4,1922,-,SS,VPX,"Armyaviation, Rascal, Randr, Thalamus, Wildman, Dark, nFozzy, GTXJoe, BorgDog, Arngrim, 32assassin, Bord, Rothbauerw, ICPjuggla",1.4,2021-04-02,Rambo
Rambo First Blood Part II (Original 2020),Original,2020,Movie,4,-,-,SS,VPX,"Ivantba, Armyaviation, Rascal, Bord",1.1,2020-04-22,Rambo First Blood Part II
Rambo NES Contra (Original 2019),Original,2019,Video Game,4,1922,-,SS,VPX,Game Modder,1.2c,2019-08-29,Rambo NES Contra
Rammstein - Fire & Power (Original 2023),Original,2023,"Music, Heavy Metal",-,-,-,SS,VPX,"Balutito, Icepinball, Goldchicco, Apophis, Walamab",1.0.0,2023-07-28,Rammstein - Fire & Power
Ramones (Original 2012),Original,2012,Music,4,-,-,EM,VPX,"Pinball58, Fluffhead35, BorgDog, Apophis, Arngrim, HauntFreaks",1.0,2021-11-29,Ramones
Rat Fink (Original 2016),Original,2016,Cartoon,4,-,-,SS,VPX,"BorgDog, HauntFreaks, JPSalas, Rothbauerw",1.1,2016-06-22,Rat Fink
Raya and Friends Pinball (Original 2022),Original,2022,Animation,-,-,-,SS,VPX,"Manbearpig, Thalamus, Jak54, Destruk, GTXJoe, BorgDog, Armyaviation, Arngrim, 32assassin, Bord",1.0,2023-01-09,Raya and Friends Pinball
Re-animator (Original 2022),Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Balutito, Jagandy82, Davadruix, Nagaidevil",1.0.0,2023-11-10,Re-animator
Ready Jet Go (Original 2022),Original,2022,"TV Show, Science Fiction",-,-,-,-,FP,Mark1,1.0.0,2023-08-08,Ready Jet Go
Red Hot Chili Peppers Pinball (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Darthwhat, Destruk, Goldchicco",1.1,2023-06-21,Red Hot Chili Peppers Pinball
Red Hot Pinball (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Balutito, Bigbeefr, ScottyWic, Gaetan joly, Ludovic Denis, Rénald Thomas, VroOnsh Rajdam ladiv, Hugh Berney",1.0.0,2023-09-09,Red Hot Pinball
Red Sonja (Original 2019),Original,2019,"Movie, Fantasy",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-12-10,Red Sonja
Resident Evil (Original 2022),Original,2022,"Horror, Movie, Video Game",1,-,-,SS,VPX,"Crutch, Javier1515, Ivantba",1.0.0,2022-03-14,Resident Evil
Resident Evil VII (Original 2019),Original,2019,"Horror, Video Game",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-10-04,Resident Evil VII
Retro Zombie Adventure Land (Original 2016),Original,2016,"Horror, Supernatural",-,-,-,SS,VPX,"TheGhost787, Ben Heck, Zidware John",1.0,2016-11-09,Retro Zombie Adventure Land
RetroFlair (Original 2012),Original,2012,"Video Game, Nostalgia",-,-,-,-,FP,"TerryRed, rom",2.0,2023-12-09,RetroFlair
Return of the Living Dead (Original 2021),Original,2021,"Horror, Movie",4,-,-,SS,VPX,"Bossman72, Bigus1, JPSalas",1.1,2021-04-08,Return of the Living Dead
Rick and Morty (Original 2019),Original,2019,"Animation, TV Show",4,-,-,EM,VPX,"Visnoskyarc, BurtMacklin, Hawkeyez88, Dunri Wikan 45",1.0,2022-06-28,Rick and Morty
Rigel 7 (Original 2023),Original,2023,Science Fiction,-,-,-,-,FP,Mark1,1.0.0,2023-03-31,Rigel 7
Road Blues (Original 2020),Original,2020,Music,4,-,-,SS,VPX,Marty02,2.0,2020-06-06,Road Blues
Road Runner (Original 2023),Original,2023,"Licensed Theme, Kids",-,-,-,-,FP,"GeorgeH, Roney Pinball, Mugsy, Gimli, JLou, Fleep, TerryRed",1.02,2023-10-03,Road Runner
RoboCop (Original 2023),Original,2023,"Licensed Theme, Science Fiction, Movie",-,-,-,SS,FP,"TerryRed, SLAMT1LT, rom",1.1,2023-12-09,RoboCop
Robocop 3 (Original 2018),Original,2018,"Movie, Science Fiction",-,-,-,SS,VPX,"Ivantba, HSM",1.0,2018-11-24,Robocop 3
Rock And Roll (Original 2020),Original,2020,Music,4,-,-,SS,VPX,"Marty02, Destruk",1.1,2021-12-24,Rock And Roll
Rock N Roll Diner (Original 2020),Original,2020,"Music, Singing, Food",-,-,-,SS,VPX,"Stevegooner1234, Wildman, PEandS1Ws",1.0,2020-11-19,Rock N Roll Diner
Rock Sugar (Original 2022),Original,2022,"Music, Rock, Pop",-,-,-,SS,VPX,"Addestratore, Dids666",1.0.0,2022-04-27,Rock Sugar
Rockabilly (Original 2022),Original,2022,"Rock, Music",-,-,-,SS,VPX,"Marty02, JPSalas",2.0,2022-06-18,Rockabilly
Rocky (Original 2020),Original,2020,"Sports, Boxing, Licensed Theme",4,-,-,SS,VPX,"JPSalas, Marty02",1.1,2020-05-30,Rocky
Rocky TKO Tribute (Original 2021),Original,2021,"Sports, Boxing, Licensed Theme",4,-,-,SS,VPX,"Dr.Nobody, Pritch33, Buffalo Pin Bro, Phenom, Unsavory, Joe Picasso, Ayatollah of Rock, Goldchicco, Team Tuga",1.0,2022-08-26,Rocky TKO Tribute
Rocky VS Balutito (Original 2021),Original,2021,"Sports, Boxing, Movie",-,-,-,-,-,"Balutito, Armyaviation",1.0.0,2021-12-15,Rocky VS Balutito
Rod Stewart (Original 2023),Original,2023,Music,-,-,-,EM,VPX,"Akirasan, JPSalas",1.0.0,2023-11-25,Rod Stewart
Roy Orbison (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"Stevegooner1234, Laylow, JPSalas",1.0,2020-08-15,Roy Orbison
Royal Blood (Original 2021),Original,2021,"Music, Rock",-,-,-,EM,VPX,MellerMeller,2.0,2024-01-11,Royal Blood
Rush 2112 (Original 2012),Original,2012,Music,-,-,-,SS,VPX,"Goldchicco, JPSalas, Grizz, Destruk, Doogie, Arngrim, Movieguru",1.1,2020-10-02,Rush 2112
Salsa (Original 2021),Original,2021,Music,-,-,-,EM,VPX,"Loloallo, Jogrady7",0.7.0,2021-11-01,Salsa
San Ku Kai (Original 2022),Original,2022,"Science Fiction, Anime, TV Show",-,-,-,SS,VPX,"Hanakin, Cez60, JPSalas",1.1.0,2022-09-09,San Ku Kai
Sands of the Aton (Original 2023),Original,2023,Mythology,-,-,-,SS,VPX,"DGrimmReaper, JPSalas, Dea TEE",1.1,2023-07-28,Sands of the Aton
Saw 2022 Edition (Original 2022),Original,2022,"Horror, Movie",-,-,-,SS,VPX,"Icepinball, JPSalas",1.0.0,2022-06-18,Saw 2022 Edition
Scarface - Balls and Power (Original 2013),Original,2013,Movie,-,-,-,SS,VPX,"Goldchicco, 32assassin, JPSalas, Hassanchop, Rascal, Herweh, Arngrim, LuvThatApex",1.2,2020-06-12,Scarface - Balls and Power
Scooby Doo (Original 2022),Original,2022,"Animation, Kids",-,-,-,EM,VPX,"Mrjcrane, T-800, Masalaja, Arngrim, JPSalas",1.0.1,2022-04-14,Scooby Doo
Scooby Doo! and KISS - Rock 'n Roll Mystery (Original 2015),Original,2015,"Animation, Music, Rock, Kids",-,-,-,SS,VPX,"HauntFreaks, Scampa123, Apophis, Jbg4208",2.0,2021-11-29,Scooby Doo! and KISS - Rock 'n Roll Mystery
Scott Pilgrim vs The World (Original 2021),Original,2021,"Comics, Movie",-,-,-,SS,VPX,Dunriwikan45,1.0.0,2023-03-03,Scott Pilgrim vs The World
Scrooged Pinball (Original 2020),Original,2020,Christmas,4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27,Scrooged Pinball
Seinfeld (Original 2021),Original,2021,TV Show,4,-,-,SS,VPX,"Phenom, Buffalo Pin Bro, Hawkeyez88, Pinball Picasso, Devious626, iDigStuff, PEandS1ws, Chucky87, Goldchicco, TCDeez",1.0,2023-06-05,Seinfeld
Serious Sam II (Original 2019),Original,2019,Video Game,-,-,-,SS,VPX,JPSalas,4.3.1,2023-11-18,Serious Sam II
Serious Sam Pinball (Original 2017),Original,2017,Video Game,-,-,-,SS,VPX,"JPSalas, ClarkKent, Thalamus, Arngrim",4.3.0,2023-11-02,Serious Sam Pinball
Sesame Street Pinball (Original 2021),Original,2021,"TV Show, Kids",4,-,-,SS,VPX,"Ninjafu, HiRez00, GTXJoe, BorgDog, Goldchicco, ICPjuggla",1.2.0,2023-04-03,Sesame Street Pinball
Seven of Nine Star Trek Voyager Borg Edition (Original 2022),Original,2022,"Licensed Theme, Outer Space, Science Fiction, Space Fantasy, TV Show",-,-,-,SS,VPX,"Icepinball, Xenonph",1.0.0,2022-05-13,Seven of Nine Star Trek Voyager Borg Edition
Sharks (Original 2023),Original,2023,Aquatic,-,-,-,-,FP,Mark1,1.0.0,2023-10-29,Sharks
Shovel Knight (Original 2017),Original,2017,Video Game,-,-,-,SS,VPX,"Wizball, Joe Picasso",1.2.0,2023-08-23,Shovel Knight
Shrek The Halls Pinball (Original 2020),Original,2020,"Christmas, Animation, Kids, Movie",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27,Shrek The Halls Pinball
Silent Night Deadly Night (Original 2016),Original,2016,"Movie, Horror",-,-,-,SS,VPX,TheGhost787,1.0,2016-12-11,Silent Night Deadly Night
Simpsons Treehouse of Horror (Original 2020),Original,2020,"Licensed Theme, TV Show",4,4674,-,SS,VPX,"Redbone, Apophis, VPW Team, Hawkeyez88, Hauntfreaks, Uncle Paulie, DGrimmReaper",2023.3,2023-10-27,Simpsons Treehouse of Horror
Sin City (Original 2022),Original,2022,"Noir, Comics, Movie",-,-,-,SS,VPX,"BurtMacklin, Bombaj344, Francisco666, HiRez00, Pin666, Bigus1, 32assassin",1.1.0,2022-06-06,Sin City
Skate And Destroy (Original 2019),Original,2019,Skateboarding,4,-,-,SS,VPX,"Masterauto, 32assassin, JPSalas",1.1.1,2021-10-22,Skate And Destroy
Skittles (Original 2019),Original,2019,-,-,-,-,EM,VPX,Segovia11,1.25,2023-07-19,Skittles
Slayer (Original 2022),Original,2022,"Music, Heavy Metal",-,-,-,SS,VPX,"HauntFreaks, RetroG33k, Rawd, Unsavory, Rik, Scampa123, Darkstar, Fluffhead35, Leojreimroc, VPW Team",1.0.0,2022-04-09,Slayer
Slipknot (Original 2021),Original,2021,"Music, Heavy Metal",-,-,-,SS,VPX,Team Tuga,1.0.0,2023-06-25,Slipknot
Smokey And The Bandit Gold (Original 2021),Original,2021,Movie,4,-,-,SS,VPX,"Bossman72, JPSalas",1.0,2021-03-21,Smokey And The Bandit Gold
Smooth Hot Ride 3 - From Natchez to Mike Vegas (Original 2023),Original,2023,"Traveling, Nevada, Las Vegas",-,-,-,-,VPX,Vpfmike42,2.0,2023-12-23,Smooth Hot Ride 3 - From Natchez to Mike Vegas
Solar Sailor (Original 2016),Original,2016,Music,-,-,-,SS,VPX,Magicburrito,1.0,2016-09-02,Solar Sailor
Sonic Pinball Mania (Original 2022),Original,2022,"Video Game, Kids",-,-,-,SS,FP,"TerryRed, SLAMT1LT, Brendan Bailey (Pinwizkid)",1.8,2023-12-09,Sonic Pinball Mania
Sonic the Hedgehog (Original 2005),Original,2005,"Video Game, Kids",-,-,-,SS,VPX,"Panasony, DCrosby, Javier1515, Brendan Bailey (Pinwizkid)",1.21,2023-09-16,Sonic the Hedgehog
Sonic the Hedgehog 2 (Original 2005),Original,2005,"Video Game, Kids",-,-,-,SS,VPX,"Javier1515, Brendan Bailey (Pinwizkid)",1.01,2019-05-04,Sonic the Hedgehog 2
Sonic the Hedgehog Spinball (Original 2020),Original,2020,"Video Game, Kids",-,-,-,-,VPX,McSquid,1.1,2020-04-27,Sonic the Hedgehog Spinball
Sons of Anarchy (Original 2019),Original,2019,"TV Show, Crime",-,-,-,SS,VPX,"Javier, Brendan Bailey (Pinwizkid), ALDiode, Arngrim",1.2.0,2022-09-01,Sons of Anarchy
Soul Reaver (Original 2019),Original,2019,Video Game,4,-,-,SS,VPX,"Michel757, Delta23, Thalamus, Wildman, Vincent Bousquet, JPSalas, Siggi",1.2,2023-05-18,Soul Reaver
South Park Pinball (Original 2021),Original,2021,Animation,-,-,-,SS,VPX,"Remdwaas1986, Tartzani, Godisnothere, Usr1983, Rik, Knorr, Outhere, JPSalas, Nailbuster",1.2,2022-04-01,South Park Pinball
South Park Xmas Pinball (Original 2020),Original,2020,Christmas,4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas",1.0,2020-11-27,South Park Xmas Pinball
Soylent Green (Original 2023),Original,2023,"Movie, Police, Crime",-,-,-,-,VPX,"Icepinball, Ivantba, 32assassin",1.0.0,2023-09-03,Soylent Green
Space Dragon Princess (Original 2023),Original,2023,Fantasy,-,-,-,-,FP,Anthias,1.1,2023-12-28,Space Dragon Princess
Space Oddity  (Original 2022),Original,2022,"Music, Science Fiction",-,-,-,SS,VPX,"Balutito, nFozzy, MaX",1.3,2022-06-22,Space Oddity
Space Sheriff Gavan - X-Or (Original 2021),Original,2021,"Science Fiction, Police",-,-,-,SS,VPX,"Sebastiendelf, Takut",1.0.0,2021-12-13,Space Sheriff Gavan - X-Or
SpaceRamp (Original 2020),Original,2020,Outer Space,-,-,-,SS,VPX,"Supered, JPSalas",3.03b,2021-04-04,SpaceRamp
Spawn (Original 2023),Original,2023,Comic,-,-,-,SS,VPX,"Sebastiendelf, JPSalas, ScottyWic",1.0.0,2023-12-03,Spawn
Species (Original 2023),Original,2023,"Science Fiction, Movie",-,-,-,SS,VPX,"Icepinball, Lodger, Ivantba",-,2023-09-01,Species
Speed Racer (Original 2018),Original,2018,"Anime, Kids",2,-,-,EM,VPX,"MauiPunter, Starman, BorgDog, Hursty, Cliffy, Clyde8000",1.4.0,2023-05-25,Speed Racer
Splatterhouse  (Original 2023),Original,2023,"Video Game, Horror",-,-,-,SS,VPX,SpookyMoulder,1.52,2023-03-03,Splatterhouse
SpongeBob (Original 2020),Original,2020,"TV Show, Animation, Kids",4,-,-,SS,VPX,"Davor Lipovac, Stevegooner1234, 32assassin",1.1,2020-04-04,SpongeBob
SpongeBob Squarepants (Original 2008),Original,2008,"Cartoon, TV Show",-,-,-,-,FP,"Zobou, Joe99",0.8,2023-11-29,SpongeBob Squarepants
SpongeBob Squarepants Pinball Adventure (Original 2023),Original,2023,"TV Show, Animation, Kids",-,-,-,EM,VPX,Ljv12343,1.0.0,2023-04-03,SpongeBob Squarepants Pinball Adventure
SpongeBob's Bikini Bottom Pinball (Original 2021),Original,2021,"TV Show, Animation, Kids",-,-,-,SS,VPX,"VPin Workshop (VPW), Skillshot, Schreibi34, G5k, Rosve, JPSalas",2.1,2023-10-29,SpongeBob's Bikini Bottom Pinball
Star Trek Spock Tribute (Original 2022),Original,2022,"Science Fiction, Tribute, Licensed Theme, TV Show, Movie",-,-,-,SS,VPX,"Icepinball, Ronald Kah, JPSalas",1.0.0,2022-04-30,Star Trek Spock Tribute
Star Wars (Original 2016),Original,2016,"Science Fiction, Space Fantasy, Movie",2,-,-,SS,VPX,"BorgDog, VPin Workshop (VPW), HauntFreaks, SliderPoint, Bord, Rothbauerw",1.0.1,2023-07-22,Star Wars
Star Wars - Bounty Hunter (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",4,-,-,SS,VPX,"Tartzani, Oqqsan, Rik, Apophis",3.02,2022-12-21,Star Wars - Bounty Hunter
Star Wars - Tribute (Original 2021),Original,2021,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Shamrock1980, JPSalas, Siggi",1.3.0,2022-03-16,Star Wars - Tribute
Star Wars Death Star Assault (Original 2022),Original,2022,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,FP,"TerryRed, SLAMT1LT, Matt Ellis",1.5,2023-12-09,Star Wars Death Star Assault
Star Wars Episode 1 (Original 2023),Original,2023,"Licensed Theme, Science Fiction, Space Fantasy, Movie",-,-,-,SS,VPX,"Ryguy417, Xenonph, Cliffy",1.2,2023-09-27,Star Wars Episode 1
Star Wars-The Bad Batch  (Original 2022),Original,2022,TV Show,-,-,-,SS,VPX,"Topper2k, Scutters, JPSalas",1.1,2023-03-03,Star Wars-The Bad Batch
Stephen King's Children of the Corn (Original 2019),Original,2019,Horror,4,-,-,SS,VPX,"Michel757, Ivantba, 32assassin",1.2,2023-05-17,Stephen King's Children of the Corn
Stephen King's Pet Sematary (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, Bord",1.0,2019-05-17,Stephen King's Pet Sematary
Stephen King's Sleepwalkers (Original 2019),Original,2019,"Movie, Horror",4,-,-,SS,VPX,"Gman77, Ivantba, Jagandy82, Nagaidevil, 80sRkadeguy70",1.0.0,2023-11-10,Stephen King's Sleepwalkers
Stephen King's The Running Man (Original 2019),Original,2019,"Science Fiction, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-01-28,Stephen King's The Running Man
Stick Figure Band (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"Darthwhat, Aaron James, Destruk, Goldchicco",1.0.0b,2022-01-12,Stick Figure Band
Streets of Rage (Original 2018),Original,2018,Video Game,-,-,-,SS,VPX,"Ivantba, Brendan Bailey (Pinwizkid)",1.3,2020-01-28,Streets of Rage
Sunset Riders Pinball (Original 2022),Original,2022,Video Game,-,-,-,SS,VPX,"Victor74, Balanica, Jicho2003, JPSalas",4.0,2022-09-09,Sunset Riders Pinball
Super Mario Galaxy Pinball (Original 2020),Original,2020,"Video Game, Kids",-,-,-,SS,VPX,"Remdwaas1986, Knorr, Uers1983, Phenom, PEandS1Ws, Rajo Joey, Ninuzzu, 3rdAxis, JPSalas",1.3,2021-12-15,Super Mario Galaxy Pinball
Superman (Original 2009),Original,2009,"Comics, Superheroes",-,-,-,-,FP,"TerryRed, SLAMT1LT",-,2023-08-09,Superman
Superman - The Animated Series (Original 2020),Original,2020,"Comics, Superheroes",-,-,-,EM,VPX,Dunriwikan45,1.0.0,2023-03-03,Superman - The Animated Series
Sword Dancer (Original 2023),Original,2023,Fantasy,-,-,-,-,-,VonKrafte,1.1,2023-01-08,Sword Dancer
Symphony of the Night (Original 2022),Original,2022,Video Game,-,-,-,SS,VPX,"Supergibson, JPSalas",1.0.0,2023-06-25,Symphony of the Night
T and C Surf (Original 2023),Original,2023,Video Game,-,-,-,-,VPX,SpookyMoulder,1.2,2023-02-26,T and C Surf
TRON Classic (Original 2018),Original,2018,"Licensed Theme, Science Fiction, Movie",-,1745,-,SS,-,"Mark Paulik (WPilot), Xenonph, HiRez00, BorgDog, HauntFreaks, JPSalas",1.1,2023-04-15,TRON Classic
TRON Legacy (Original 2016),Original,2016,"Science Fiction, Movie",-,-,-,-,FP,"TerryRed, SLAMT1LT",1.13,2023-08-18,TRON Legacy
Table Starter (Original 2019),Original,2019,"Educational, Example, Testing",-,-,-,EM,VPX,Fastdraw (Granit),1.0.0,2019-11-02,Table Starter
Talking Word Clock (Original 2020),Original,2020,Talking Clock,-,-,-,EM,VPX,Rascal,1.0,2020-07-19,Talking Word Clock
Tango and Cash Pinball (Original 2019),Original,2019,Movie,-,-,-,SS,VPX,"Ivantba, Dids666, Bigus1",1.0,2021-12-04,Tango and Cash Pinball
Tarzan - Lex Barker Tribute Edition (Original 2023),Original,2023,Fictional Characters,-,-,-,SS,VPX,"Icepinball, Mfuegemann, 32assassin, Goldchicco",1.0.1,2023-01-08,Tarzan - Lex Barker Tribute Edition
Taylor Swift (Original 2021),Original,2021,Music,-,-,-,SS,VPX,"Hawkeyez88, Phenom, BuffaloPinPro, Pinball Picasso, Goldchicco",1.1,2023-06-06,Taylor Swift
Team America World Police (Original 2019),Original,2019,"Movie, Comedy",-,-,-,SS,VPX,"Charlieshakur, RichnDarla Johns",1.1,2021-11-09,Team America World Police
Terminator 1 TBA Edition (Original 2019),Original,2019,"Movie, Science Fiction, Apocalyptic",-,-,-,EM,VPX,"Ivantba, Lodger",1.0,2019-07-27,Terminator 1 TBA Edition
Terminator Salvation (Original 2018),Original,2018,"Licenced Theme, Movie, Science Fiction, Apocalyptic",-,-,-,SS,VPX,"Ivantba, Stefanaustria (STAT), JPSalas",1.4d,2019-03-10,Terminator Salvation
Texas Poker (Original 2019),Original,2019,Poker,-,-,-,SS,VPX,Segovia11,1.29,2023-07-19,Texas Poker
"12 Days of Christmas, The (Original 2016)",Original,2016,"Christmas, Kids",-,-,-,EM,VPX,James Wiser,1.0,2021-12-04,"12 Days of Christmas, The"
"12 Days of Christmas 2016, The (Original 2016)",Original,2016,Christmas,-,-,-,SS,VPX,James Wiser,1.0,2016-12-23,"12 Days of Christmas 2016, The"
"5th Element, The (Original 2011)",Original,2011,-,-,-,-,-,FP,"Zobou, rom",1.0,2023-11-21,"5th Element, The"
"A-Team, The (Original 2023)",Original,2023,TV Show,-,-,-,SS,VPX,"Franck, Jicho2003",1.0.0,2023-05-27,"A-Team, The"
"Adventures of TinTin, The (Original 2021)",Original,2021,"Comics, Animation, Kids",-,-,-,SS,VPX,"Devious626, Javier, Derek, Brendan Bailey (Pinwizkid), Phenom, Hawkeyez88, Goldchicco, TCDeez",1.0.0,2022-04-21,"Adventures of TinTin, The"
"Avengers, The (Original 2023)",Original,2023,"TV show, Spies, Action, Comedy",-,-,-,-,VPX,"Stevegooner123, VLive, Iceman, JPSalas",1.4.0,2024-01-11,"Avengers, The"
"Batman, The (Original 2022)",Original,2022,"Licensed Theme, Movie, Superheroes, Comics",-,-,-,SS,VPX,"Miguel Roche, Trino7, Skitso, Lord Hiryu, DJRobX, Ninuzzu, Tom Tower",1.0.0,2022-04-12,"Batman, The"
"Beastmaster, The (Original 2021)",Original,2021,Movie,2,-,-,SS,VPX,"Balutito, Joshua Milrad",1.0.2,2021-11-16,"Beastmaster, The"
"Beatles, The (Original 2018)",Original,2018,Music,-,-,-,SS,VPX,ScottyWic,0.07,2021-04-07,"Beatles, The"
"Blues Brothers, The (Original 2020)",Original,2020,Music,4,-,-,SS,VPX,"Marty02, JPSalas, Martin Brunker",3.0,2023-12-10,"Blues Brothers, The"
"Cerebral Maze, The (Original 2022)",Original,2022,-,-,-,-,SS,VPX,"JPJ, Les Frères Poulain, La Grande Table Productions, JPJ, Chucky87, Aetios, Arngrim",1.0.0,2022-02-25,"Cerebral Maze, The"
"Clash, The (Original 2018)",Original,2018,"Music, Singing",4,1979,-,SS,VPX,"Onevox, Xenonph, Thalamus, Schreibi34, ScottyWic, Flupper, CarnyPriest, Randr, JPSalas, Bord",1.3,2023-08-27,"Clash, The"
"Clash Pro - Audio Ammunition, The (Original 2020)",Original,2020,"Music, Singing",4,-,-,SS,VPX,"Onevox, Flupper, Thalamus, Xenonph, Schreibi34, Loserman76, ScottyWic, The Loafer, RiK, LynnInDenver, Cyberpez, DJRobX, DocPinball, CarnyPriest, nFozzy, Arngrim, JPSalas, Bambi Plattfuss, Bord",2.0,2021-04-07,"Clash Pro - Audio Ammunition, The"
"Conjuring, The (Original 2020)",Original,2020,"Supernatural, Movie",4,-,-,SS,VPX,"Davor Lipovac, Stefanaustria (STAT), Loserman76, JPSalas",1.0,2020-09-16,"Conjuring, The"
"Dark Crystal Pinball, The (Original 2020)",Original,2020,"Movie, Fantasy",-,-,-,SS,VPX,"Gman77, Mark Paulik (WPilot), JPSalas, Jagandy82, Addestratore, ionman99, Cliffy, Nagaidevil",1.0.0,2023-08-12,"Dark Crystal Pinball, The"
"Delta Force - Chuck Norris, The (Original 2019)",Original,2019,"Celebrities, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2019-03-04,"Delta Force - Chuck Norris, The"
"Dude, The (Original 2021)",Original,2021,"Movie, Bowling",4,-,-,SS,VPX,"HauntFreaks, iDigStuff, Hawkeyez88, Fluffhead35, Wylte, 32assassin",2.0,2021-11-08,"Dude, The"
"Exorcist, The (Original 2023)",Original,2023,Horror,-,-,-,SS,VPX,"Joe Picasso, Remdwaas1986, Muhaha, Vpcle, TastyWasps, HauntFreaks, Ray Pritchard, Classic Radios, JPSalas, Oqqsan, Rob Mertens, Christopher Franchi, Melike Ozen",1.0.1,2023-11-07,"Exorcist, The"
"Fifth Element, The (Original 2022)",Original,2022,Movie,-,-,-,SS,VPX,"Nesta78, Rawd, Pixel.fi, Sixtoe, JPSalas",1.0.0,2022-12-29,"Fifth Element, The"
"Flash, The (Original 2018)",Original,2018,"Comics, Superheroes",4,871,-,SS,VPX,"Onevox, Wildman, Vogliadicane, Xenonph, DJRobX, Jim L., HauntFreaks, JPSalas",2.0,2023-06-24,"Flash, The"
"Fly, The (Original 2023)",Original,2023,-,-,-,-,-,VPX,"Icepinball, GauGau",1.0.0,2023-10-11,"Fly, The"
"Fog, The (Original 2020)",Original,2020,"Movie, Horror",2,-,-,EM,VPX,"HiRez00, Loserman76, Rascal, BorgDog, Apophis, JPSalas, Rothbauerw, nFozzy",2.5a,2022-01-25,"Fog, The"
"Gaston Pinball Machine, The (Original 2020)",Original,2020,Comics,-,-,-,EM,VPX,Alois,1.0,2020-03-13,"Gaston Pinball Machine, The"
"Goonies Never Say Die Pinball, The (Original 2021)",Original,2021,"Movie, Adventure, Kids",-,-,-,SS,VPX,"VPin Workshop (VPW), Hawkeyez88, Fluffhead35, Oqqsan, Wylte, Tomate, Rik, Javier, Fleep, Sixtoe, Apophis, HauntFreaks, Rothbauerw, nFozzy",1.3,2022-06-27,"Goonies Never Say Die Pinball, The"
